年度,球団,左右,選手名,試合数,打席数,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,故意四,死球,三振,併殺打
2009,埼玉西武,右,藤田　太陽,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,埼玉西武,右,ベイリス,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,埼玉西武,右,ボカチカ,75,236,195,29,42,8,1,13,91,32,2,2,2,1,32,0,6,77,3
2009,埼玉西武,左,帆足　和幸,25,4,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
2009,埼玉西武,左,星　秀和,7,19,18,3,4,1,0,0,5,0,0,0,1,0,0,0,0,1,0
2009,埼玉西武,左,星野　智樹,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,埼玉西武,右,細川　亨,46,114,102,8,18,5,0,4,35,13,0,0,6,0,6,0,0,44,1
2009,埼玉西武,右,松坂　健太,23,43,36,7,6,2,0,1,11,5,2,0,1,0,3,0,3,8,0
2009,埼玉西武,左,松永　浩典,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,埼玉西武,右,三浦　貴,22,34,32,3,5,1,0,0,6,1,0,0,0,0,1,0,1,10,0
2009,埼玉西武,右,水田　圭介,7,12,11,2,2,0,0,0,2,0,0,0,0,0,1,0,0,2,0
2009,埼玉西武,左,三井　浩二,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,埼玉西武,左,宮田　和希,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,埼玉西武,右,山岸　穣,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,埼玉西武,右,山本　淳,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,埼玉西武,右,ワズディン,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,埼玉西武,右,涌井　秀章,27,6,6,0,2,1,0,0,3,1,0,0,0,0,0,0,0,2,0
2009,阪神,右,アッチソン,75,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2009,阪神,左,赤星　憲広,91,377,338,48,89,9,1,0,100,8,31,5,7,2,26,1,4,54,3
2009,阪神,右,浅井　良,50,107,96,11,30,2,2,4,48,13,3,1,7,0,3,0,1,28,2
2009,阪神,左,阿部　健太,19,5,3,1,2,0,0,0,2,1,0,0,0,0,2,0,0,1,0
2009,阪神,右,新井　貴浩,144,599,558,68,145,32,1,15,224,82,4,5,0,7,28,0,6,82,20
2009,阪神,右,安藤　優也,32,47,36,1,3,0,0,0,3,0,0,0,9,0,2,0,0,17,0
2009,阪神,右,石川　俊介,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2009,阪神,右,今岡　誠,23,30,30,0,4,2,0,0,6,2,0,0,0,0,0,0,0,8,1
2009,阪神,左,岩田　稔,17,41,38,1,6,0,1,0,8,3,0,0,2,1,0,0,0,19,0
2009,阪神,右,ウィリアムス,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,阪神,右,上園　啓史,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2009,阪神,左,江草　仁貴,62,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2009,阪神,右,岡崎　太一,14,16,14,2,5,0,0,0,5,1,0,0,0,0,1,1,1,2,1
2009,阪神,左,葛城　育郎,99,204,184,19,46,14,0,2,66,13,0,0,2,0,16,0,2,42,5
2009,阪神,右,金村　曉,22,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2009,阪神,右,金村　大裕,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,阪神,左,金本　知憲,144,619,518,66,135,37,0,21,235,91,8,1,0,8,88,6,5,98,7
2009,阪神,右,狩野　恵輔,127,432,393,34,103,11,4,5,137,35,10,1,10,0,25,11,4,52,9
2009,阪神,右,久保　康友,27,49,45,3,4,1,0,0,5,0,0,0,3,0,0,0,1,23,0
2009,阪神,右,久保田　智之,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2009,阪神,左,小嶋　達也,1,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2009,阪神,左,坂　克彦,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2009,阪神,右,桜井　広大,103,320,281,33,85,14,4,12,143,42,2,4,2,2,32,1,3,53,4
2009,阪神,右,桟原　将司,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,阪神,右,ジェン,13,6,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0
2009,阪神,左,柴田　講平,7,5,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0
2009,阪神,右,清水　誉,20,18,17,0,3,1,0,0,4,0,0,0,0,0,1,0,0,3,2
2009,阪神,左,下柳　剛,22,37,33,1,2,0,0,0,2,0,0,0,3,0,1,0,0,14,1
2009,阪神,左,庄田　隆弘,4,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2009,阪神,右,杉山　直久,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2009,阪神,右,関本　賢太郎,113,462,377,45,102,18,2,3,133,44,3,4,34,2,36,0,13,56,7
2009,阪神,右,高橋　光信,46,45,41,2,10,0,0,1,13,10,0,0,0,2,2,0,0,3,2
2009,阪神,右,筒井　和也,45,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2009,阪神,左,鶴　直人,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,阪神,左,鳥谷　敬,144,617,538,84,155,31,2,20,250,75,7,7,5,4,65,0,5,83,13
2009,阪神,右,西村　憲,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,阪神,左,能見　篤史,30,53,46,0,5,0,0,0,5,2,0,0,6,0,1,0,0,21,2
2009,阪神,左,野原　祐也,15,16,15,1,4,1,0,0,5,0,0,0,0,0,0,0,1,4,0
2009,阪神,右,バルディリス,23,31,29,1,3,0,0,1,6,1,0,0,0,0,2,0,0,6,0
2009,阪神,左,桧山　進次郎,82,99,89,5,20,2,1,1,27,9,0,0,0,2,7,2,1,27,1
2009,阪神,左,平野　恵一,132,462,404,56,109,15,5,0,134,18,3,0,28,1,22,1,7,53,5
2009,阪神,左,ブラゼル,82,295,285,29,83,14,0,16,145,49,0,1,0,2,8,2,0,66,13
2009,阪神,右,福原　忍,14,27,23,0,2,0,0,0,2,3,0,0,2,0,2,0,0,12,0
2009,阪神,左,藤川　球児,49,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
2009,阪神,右,藤田　太陽,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,阪神,左,藤本　敦士,47,70,64,6,14,1,0,0,15,1,0,2,3,0,3,0,0,4,4
2009,阪神,右,藤原　通,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2009,阪神,右,水田　圭介,12,5,5,3,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0
2009,阪神,右,メンチ,15,56,54,1,8,3,0,0,11,2,1,0,0,0,2,0,0,9,1
2009,阪神,右,矢野　輝弘,30,83,75,9,23,1,1,2,32,8,1,0,0,0,8,1,0,17,1
2009,阪神,右,大和,66,72,62,12,11,3,0,0,14,1,3,1,7,0,3,0,0,7,0
2009,阪神,左,林　威助,56,102,96,4,20,3,1,3,34,11,1,0,0,0,6,0,0,16,2
2009,阪神,右,渡辺　亮,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,オリックス,右,相川　良太,10,23,20,0,6,4,0,0,10,1,0,1,0,0,3,1,0,5,2
2009,オリックス,右,阿部　真宏,46,182,148,13,39,10,1,1,54,23,1,1,14,1,18,0,1,19,4
2009,オリックス,右,一輝,58,150,142,14,34,7,0,3,50,28,1,0,1,1,4,0,2,53,2
2009,オリックス,左,伊原　正樹,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,オリックス,右,大久保　勝信,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,オリックス,右,大引　啓次,107,425,349,55,97,23,1,5,137,25,3,3,34,1,33,1,8,84,6
2009,オリックス,左,大村　直之,119,462,419,32,122,21,0,0,143,30,5,12,14,5,18,2,6,35,10
2009,オリックス,左,岡田　貴弘,43,157,139,18,22,2,0,7,45,13,0,1,1,0,13,0,4,59,4
2009,オリックス,左,小瀬　浩之,78,216,198,24,60,9,1,0,71,11,7,3,4,3,11,0,0,40,0
2009,オリックス,右,カブレラ,65,275,239,37,75,10,0,13,124,39,0,0,0,1,33,0,2,53,10
2009,オリックス,右,香月　良太,64,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2009,オリックス,右,加藤　大輔,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,オリックス,右,金澤　健人,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,オリックス,左,金子　千尋,32,5,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2009,オリックス,右,鴨志田　貴司,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,オリックス,右,川越　英隆,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2009,オリックス,左,菊地原　毅,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,オリックス,右,岸田　護,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,オリックス,右,北川　博敏,103,302,267,29,73,18,0,2,97,31,0,0,4,6,19,1,6,37,9
2009,オリックス,左,後藤　光尊,54,219,208,23,57,12,0,4,81,17,8,3,1,2,8,1,0,36,4
2009,オリックス,右,小林　賢司,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,オリックス,右,小松　聖,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,オリックス,右,近藤　一樹,24,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
2009,オリックス,左,坂口　智隆,137,594,526,82,167,23,7,5,219,50,16,4,8,4,52,0,4,81,8
2009,オリックス,右,塩崎　真,66,106,94,11,22,5,0,2,33,7,0,1,3,1,8,0,0,29,4
2009,オリックス,左,清水　章夫,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,オリックス,右,下山　真二,99,335,285,37,73,17,2,13,133,47,4,2,10,0,37,1,3,76,5
2009,オリックス,右,鈴木　郁洋,63,161,140,13,28,5,0,0,33,8,8,2,6,0,14,0,1,28,2
2009,オリックス,左,高木　康成,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,オリックス,右,高波　文一,12,3,3,3,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0
2009,オリックス,右,辻　俊哉,25,38,36,3,9,1,0,0,10,1,1,0,0,0,1,0,1,5,0
2009,オリックス,左,中山　慎也,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,オリックス,右,西　勇輝,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,オリックス,右,西川　雅人,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,オリックス,右,仁藤　拓馬,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,オリックス,右,濱中　治,26,83,77,8,16,3,0,6,37,12,0,1,0,1,5,1,0,21,1
2009,オリックス,左,日高　剛,93,315,295,22,75,15,0,5,105,34,1,2,2,2,13,0,3,36,12
2009,オリックス,右,平野　佳寿,20,6,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0
2009,オリックス,右,フェルナンデス,117,447,410,43,107,21,0,15,173,47,4,0,0,2,31,1,4,71,15
2009,オリックス,左,古木　克明,9,14,13,0,3,1,0,0,4,0,0,0,0,0,1,0,0,5,0
2009,オリックス,右,ボーグルソン,30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,オリックス,右,前田　大輔,19,41,33,5,9,3,0,0,12,2,0,2,4,0,4,0,0,7,0
2009,オリックス,右,光原　逸裕,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2009,オリックス,右,迎　祐一郎,8,8,7,2,2,1,0,0,3,0,1,0,0,0,1,0,0,2,0
2009,オリックス,右,本柳　和也,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,オリックス,左,森山　周,34,12,11,11,0,0,0,0,0,0,3,1,0,0,1,0,0,2,0
2009,オリックス,右,山崎　浩司,97,276,246,29,73,13,0,3,95,26,2,4,11,1,16,0,2,44,4
2009,オリックス,左,山本　省吾,27,5,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2009,オリックス,右,横山　徹也,10,19,19,2,8,2,0,0,10,1,0,0,0,0,0,0,0,5,1
2009,オリックス,左,由田　慎太郎,12,11,11,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0
2009,オリックス,左,吉野　誠,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,オリックス,右,ラロッカ,74,291,261,28,75,16,0,12,127,43,0,0,0,1,17,0,12,36,4
2009,オリックス,右,レスター,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,オリックス,左,ローズ,84,346,295,41,91,15,0,22,172,62,0,1,0,3,44,7,4,74,5
2009,中日,右,浅尾　拓也,67,18,17,1,1,0,0,0,1,0,0,0,1,0,0,0,0,6,0
2009,中日,右,朝倉　健太,24,46,41,2,3,2,0,0,5,2,0,0,3,0,2,0,0,23,1
2009,中日,右,新井　良太,8,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
2009,中日,右,荒木　雅博,140,631,582,80,157,21,1,2,186,38,37,14,19,1,25,0,4,70,14
2009,中日,左,李　炳圭,28,107,101,14,22,3,0,3,34,8,0,0,1,0,5,0,0,33,4
2009,中日,左,伊藤　準規,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,中日,左,井上　一樹,25,47,46,0,3,1,1,0,6,5,0,0,0,0,1,0,0,14,1
2009,中日,右,井端　弘和,144,657,569,80,174,24,2,5,217,39,13,7,8,2,72,0,6,66,13
2009,中日,左,岩崎　恭平,2,4,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0
2009,中日,右,岩崎　達郎,19,14,11,0,2,0,0,0,2,0,0,1,1,0,2,0,0,2,0
2009,中日,左,岩瀬　仁紀,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,中日,左,小笠原　孝,21,35,28,0,5,1,0,0,6,4,0,0,6,0,1,0,0,11,2
2009,中日,右,小川　将俊,5,3,3,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
2009,中日,右,小田　幸平,24,27,24,0,1,0,0,0,1,1,0,0,1,1,1,0,0,6,1
2009,中日,右,小山　桂司,59,137,122,13,19,5,1,1,29,10,0,0,1,0,12,0,2,31,1
2009,中日,左,川井　雄太,21,37,36,0,6,1,0,0,7,1,0,0,1,0,0,0,0,15,0
2009,中日,右,河原　純一,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,中日,左,菊地　正法,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,中日,右,小池　正晃,101,201,174,20,40,6,0,7,67,18,1,1,11,0,13,0,3,42,4
2009,中日,左,小林　正人,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,中日,右,齊藤　信介,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,中日,両,澤井　道久,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2009,中日,右,清水　昭信,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,中日,右,清水　将海,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2009,中日,右,鈴木　義広,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,中日,左,高橋　聡文,49,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2009,中日,左,立浪　和義,77,80,66,3,21,5,0,1,29,17,0,0,0,1,12,1,1,7,1
2009,中日,右,谷　哲也,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,中日,右,谷繁　元信,115,369,298,32,62,7,0,9,96,33,0,0,19,4,44,8,3,62,9
2009,中日,左,チェン,25,57,56,2,7,0,0,0,7,2,0,0,1,0,0,0,0,21,0
2009,中日,右,デ　ラ　ロサ,32,65,55,3,13,2,0,0,15,3,0,1,0,1,8,0,1,16,0
2009,中日,左,堂上　剛裕,9,14,13,1,2,0,0,0,2,1,0,0,0,1,0,0,0,3,0
2009,中日,右,堂上　直倫,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,中日,右,中川　裕貴,14,11,11,1,1,0,0,0,1,0,0,0,0,0,0,0,0,4,2
2009,中日,左,中里　篤史,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,中日,右,中田　賢一,13,30,28,3,5,3,0,0,8,3,0,0,1,0,1,0,0,13,0
2009,中日,左,長峰　昌司,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,中日,右,中村　一生,10,18,16,4,5,0,0,1,8,2,0,0,0,1,1,0,0,5,0
2009,中日,右,中村　公治,4,4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
2009,中日,左,西川　明,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2009,中日,右,ネルソン,26,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
2009,中日,左,野本　圭,64,191,175,17,44,6,1,2,58,13,1,0,6,0,6,1,4,34,3
2009,中日,左,パヤノ,34,2,2,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0
2009,中日,右,英智,71,128,121,15,26,2,0,1,31,10,4,1,4,1,2,0,0,20,4
2009,中日,右,平井　正史,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,中日,右,平田　良介,42,95,85,13,23,7,3,2,42,9,0,0,0,1,8,0,1,19,2
2009,中日,右,ブランコ,144,615,549,87,151,25,0,39,293,110,1,1,0,4,48,0,14,157,17
2009,中日,右,福田　永将,17,18,16,2,3,1,0,1,7,1,0,0,0,0,2,0,0,7,0
2009,中日,両,藤井　淳志,114,438,401,50,120,26,1,10,178,49,15,1,11,2,23,5,1,79,4
2009,中日,右,前田　章宏,6,10,10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0
2009,中日,左,森野　将彦,144,632,546,83,158,42,3,23,275,109,4,1,1,5,72,2,8,95,12
2009,中日,右,柳田　殖生,3,5,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0
2009,中日,右,山井　大介,18,7,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
2009,中日,右,山内　壮馬,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,中日,左,山本昌,6,7,5,1,0,0,0,0,0,0,0,0,1,0,1,0,0,4,0
2009,中日,右,吉見　一起,28,63,54,2,8,0,0,0,8,3,0,0,9,0,0,0,0,28,0
2009,中日,右,和田　一浩,144,592,517,73,156,24,4,29,275,87,5,2,0,5,68,2,2,56,16
2009,北海道日本ハム,右,飯山　裕志,76,41,36,14,12,0,0,0,12,1,2,0,4,0,1,0,0,5,1
2009,北海道日本ハム,左,糸井　嘉男,131,496,425,74,130,40,3,15,221,58,24,6,18,1,46,8,6,93,6
2009,北海道日本ハム,右,伊藤　剛,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,北海道日本ハム,右,糸数　敬作,13,5,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0
2009,北海道日本ハム,左,稲田　直人,65,67,65,4,18,3,0,0,21,7,1,0,0,0,2,0,0,7,1
2009,北海道日本ハム,左,稲葉　篤紀,135,587,500,78,150,37,4,17,246,85,5,1,2,6,65,11,14,96,4
2009,北海道日本ハム,左,今浪　隆博,5,4,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2009,北海道日本ハム,右,植村　祐介,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,北海道日本ハム,右,江尻　慎太郎,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,北海道日本ハム,右,大野　奨太,77,169,154,19,32,9,0,3,50,15,0,0,5,0,6,0,4,43,2
2009,北海道日本ハム,左,小田　智之,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2009,北海道日本ハム,右,金森　敬之,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,北海道日本ハム,右,金子　誠,136,510,454,58,138,31,2,14,215,66,6,4,22,4,27,0,3,88,8
2009,北海道日本ハム,右,菊地　和正,58,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2009,北海道日本ハム,右,小谷野　栄一,138,581,530,65,157,33,4,11,231,82,7,1,16,2,27,3,6,95,21
2009,北海道日本ハム,左,紺田　敏正,56,75,65,11,15,2,1,0,19,4,2,1,5,1,4,1,0,22,0
2009,北海道日本ハム,右,榊原　諒,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,北海道日本ハム,右,坂元　弥太郎,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,北海道日本ハム,左,佐藤　吉宏,10,18,15,3,3,0,0,2,9,2,1,0,2,0,1,0,0,4,0
2009,北海道日本ハム,右,スウィーニー,21,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2009,北海道日本ハム,左,スレッジ,117,487,418,53,111,27,1,27,221,88,1,0,0,5,58,0,6,108,12
2009,北海道日本ハム,左,須永　英輝,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,北海道日本ハム,右,ダルビッシュ　有,23,6,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2009,北海道日本ハム,右,高口　隆行,3,7,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
2009,北海道日本ハム,右,高橋　信二,134,558,508,66,157,22,1,8,205,75,7,2,7,3,35,1,5,78,16
2009,北海道日本ハム,左,武田　久,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,北海道日本ハム,左,武田　勝,24,6,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0
2009,北海道日本ハム,右,多田野　数人,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,北海道日本ハム,右,建山　義紀,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,北海道日本ハム,左,田中　賢介,144,680,575,93,163,34,4,3,214,49,31,11,17,4,79,4,5,105,0
2009,北海道日本ハム,右,谷元　圭介,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,北海道日本ハム,左,坪井　智哉,84,156,146,13,39,8,0,0,47,15,0,0,2,2,5,1,1,23,4
2009,北海道日本ハム,右,鶴岡　慎也,122,304,263,25,58,14,1,1,77,29,1,1,17,2,20,1,2,48,6
2009,北海道日本ハム,右,中嶋　聡,3,4,3,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0
2009,北海道日本ハム,右,中田　翔,22,38,36,3,10,2,0,0,12,1,0,0,0,1,1,0,0,15,0
2009,北海道日本ハム,右,二岡　智宏,69,187,170,25,43,5,0,4,60,25,0,1,2,2,10,0,3,36,5
2009,北海道日本ハム,左,林　昌範,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,北海道日本ハム,左,ヒメネス,39,127,121,13,28,5,0,5,48,14,0,0,0,0,5,0,1,35,4
2009,北海道日本ハム,左,藤井　秀悟,22,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2009,北海道日本ハム,両,ボッツ,11,24,21,4,5,3,0,1,11,6,0,1,0,0,1,0,2,7,0
2009,北海道日本ハム,左,宮西　尚生,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,北海道日本ハム,左,宮本　賢,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,北海道日本ハム,左,村田　和哉,44,61,55,15,16,1,2,0,21,5,8,1,2,0,4,0,0,9,1
2009,北海道日本ハム,右,森本　稀哲,107,404,316,50,78,14,4,1,103,29,9,2,43,0,43,0,2,52,2
2009,北海道日本ハム,左,八木　智哉,20,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2009,北海道日本ハム,左,山本　一徳,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,北海道日本ハム,右,陽　仲壽,15,13,11,2,2,0,0,0,2,0,0,0,1,0,1,0,0,3,0
2009,北海道日本ハム,左,吉川　光夫,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,広島東洋,右,會澤　翼,15,31,28,3,6,1,0,0,7,1,0,0,0,0,3,1,0,8,1
2009,広島東洋,左,青木　高広,29,15,14,1,3,0,0,0,3,1,0,0,1,0,0,0,0,5,1
2009,広島東洋,右,青木　勇人,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,広島東洋,右,赤松　真人,137,489,423,58,98,15,3,6,137,43,14,7,25,5,33,0,3,79,3
2009,広島東洋,左,天谷　宗一郎,94,361,317,35,95,14,7,5,138,41,12,10,6,5,31,0,2,62,4
2009,広島東洋,右,井生　崇光,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,広島東洋,左,石井　琢朗,89,246,211,27,48,10,3,2,70,18,2,0,11,0,20,0,4,33,4
2009,広島東洋,右,石原　慶幸,124,422,364,31,75,15,1,10,122,37,2,3,11,4,39,4,4,90,11
2009,広島東洋,右,今井　啓介,9,13,10,1,2,0,1,0,4,3,0,0,3,0,0,0,0,5,0
2009,広島東洋,左,岩本　貴裕,14,33,33,1,5,1,0,0,6,1,0,0,0,0,0,0,0,12,0
2009,広島東洋,右,上野　弘文,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,広島東洋,両,上村　和裕,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2009,広島東洋,右,梅津　智弘,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,広島東洋,左,大島　崇行,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2009,広島東洋,右,大竹　寛,29,64,61,3,6,0,0,0,6,3,0,0,2,0,1,0,0,27,0
2009,広島東洋,右,緒方　孝市,53,60,49,2,9,1,1,0,12,7,2,0,0,1,9,0,1,2,0
2009,広島東洋,左,尾形　佳紀,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2009,広島東洋,左,喜田　剛,78,134,126,8,32,12,0,2,50,20,0,1,0,0,6,0,2,30,0
2009,広島東洋,左,木村　昇吾,69,15,13,15,3,1,0,0,4,1,4,4,1,0,0,0,1,7,0
2009,広島東洋,右,倉　義和,43,106,100,4,19,2,0,0,21,7,0,0,2,1,2,0,1,17,6
2009,広島東洋,右,栗原　健太,140,582,521,68,134,21,0,23,224,79,1,6,0,2,48,1,7,82,11
