年度,球団,左右,選手名,試合数,打席数,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,故意四,死球,三振,併殺打
2016,阪神,右,小宮山　慎二,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,阪神,右,サターホワイト,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,阪神,右,歳内　宏明,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,阪神,右,坂本　誠志郎,28,55,45,4,9,2,1,1,16,2,0,0,6,0,4,1,0,14,3
2016,阪神,左,柴田　講平,10,17,14,0,3,1,0,0,4,0,0,0,1,0,1,0,1,3,0
2016,阪神,左,島本　浩也,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,阪神,右,清水　誉,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
2016,阪神,右,俊介,41,56,43,4,8,2,0,0,10,2,2,1,3,1,9,0,0,12,1
2016,阪神,左,髙橋　聡文,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,阪神,左,高宮　和也,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,阪神,左,髙山　俊,134,530,494,48,136,23,5,8,193,65,5,4,2,3,27,1,4,109,8
2016,阪神,右,田面　巧二郎,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,阪神,右,筒井　和也,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,阪神,左,鶴　直人,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,阪神,右,鶴岡　一成,10,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016,阪神,右,ドリス,34,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,阪神,左,鳥谷　敬,143,533,449,49,106,16,1,7,145,36,13,3,1,6,75,0,2,80,12
2016,阪神,右,中谷　将大,64,163,154,18,41,7,0,4,60,14,1,1,0,0,8,0,1,49,2
2016,阪神,両,西岡　剛,55,205,190,16,56,7,1,0,65,15,6,1,0,0,13,1,2,25,5
2016,阪神,左,能見　篤史,26,49,36,3,3,0,0,0,3,1,0,0,7,1,5,0,0,20,0
2016,阪神,右,原口　文仁,107,364,318,38,95,16,0,11,144,46,1,2,2,3,26,0,15,52,8
2016,阪神,左,福留　孝介,131,523,453,52,141,25,3,11,205,59,0,1,0,6,61,5,3,78,6
2016,阪神,右,福原　忍,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,阪神,左,藤川　球児,43,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
2016,阪神,右,藤浪　晋太郎,26,57,48,4,8,2,1,0,12,1,0,0,7,0,2,0,0,30,1
2016,阪神,右,ヘイグ,31,124,104,13,24,6,0,2,36,11,1,0,0,2,16,0,2,21,3
2016,阪神,右,北條　史也,122,438,385,44,105,25,1,5,147,33,6,0,7,4,38,4,4,91,10
2016,阪神,右,マテオ,52,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016,阪神,右,松田　遼馬,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,阪神,右,メッセンジャー,28,67,65,4,9,1,0,0,10,3,1,0,2,0,0,0,0,28,0
2016,阪神,右,望月　惇志,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,阪神,右,森越　祐人,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016,阪神,右,守屋　功輝,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016,阪神,右,大和,111,259,229,24,53,16,1,1,74,20,3,2,15,2,12,0,1,53,9
2016,阪神,左,山本　翔也,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,阪神,右,陽川　尚将,29,77,72,6,12,0,0,2,18,4,0,0,0,0,4,0,1,22,0
2016,阪神,左,横田　慎太郎,38,109,105,14,20,2,0,0,22,4,4,2,0,0,2,0,2,13,3
2016,阪神,左,横山　雄哉,3,7,6,2,1,1,0,0,2,0,0,0,1,0,0,0,0,4,0
2016,千葉ロッテ,右,阿部　和成,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,千葉ロッテ,左,イ・デウン,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,千葉ロッテ,右,井口　資仁,79,176,152,13,39,8,0,5,62,34,1,0,0,3,19,0,2,50,1
2016,千葉ロッテ,右,石川　歩,23,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2016,千葉ロッテ,右,伊志嶺　翔大,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,千葉ロッテ,右,井上　晴哉,35,107,99,7,23,5,0,2,34,16,0,0,0,0,5,0,3,19,6
2016,千葉ロッテ,右,内　竜也,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,千葉ロッテ,右,江村　直也,22,24,23,1,3,1,0,0,4,4,0,0,0,0,1,0,0,10,1
2016,千葉ロッテ,右,大谷　智久,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,千葉ロッテ,右,大嶺　翔太,38,80,72,5,17,4,1,0,23,7,0,0,6,0,2,0,0,20,2
2016,千葉ロッテ,左,大嶺　祐太,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,千葉ロッテ,左,岡田　幸文,121,356,327,38,90,5,4,0,103,18,14,7,6,0,20,1,3,42,2
2016,千葉ロッテ,右,荻野　貴司,71,219,192,35,48,11,1,3,70,21,16,2,9,0,14,0,4,25,3
2016,千葉ロッテ,左,角中　勝也,143,607,525,74,178,30,5,8,242,69,12,4,2,6,68,6,6,64,8
2016,千葉ロッテ,左,香月　一也,2,6,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0
2016,千葉ロッテ,右,香月　良仁,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,千葉ロッテ,両,加藤　翔平,80,246,216,29,53,8,3,0,67,12,6,1,16,0,13,0,1,46,1
2016,千葉ロッテ,左,金澤　岳,17,41,32,4,6,1,0,0,7,2,0,0,2,1,4,0,2,13,0
2016,千葉ロッテ,右,金森　敬之,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,千葉ロッテ,右,唐川　侑己,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016,千葉ロッテ,左,木村　優太,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,千葉ロッテ,右,清田　育宏,106,417,365,39,82,17,1,6,119,38,5,0,3,0,40,2,9,76,12
2016,千葉ロッテ,右,黒沢　翔太,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,千葉ロッテ,右,サブロー,1,4,4,0,1,1,0,0,2,0,0,0,0,0,0,0,0,3,0
2016,千葉ロッテ,右,スタンリッジ,27,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,千葉ロッテ,左,鈴木　大地,143,583,501,62,143,30,2,6,195,61,3,1,16,7,50,2,9,56,9
2016,千葉ロッテ,右,関谷　亮太,16,3,2,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
2016,千葉ロッテ,右,高野　圭佑,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,千葉ロッテ,左,髙濱　卓也,53,158,144,19,31,6,0,3,46,13,0,0,6,0,8,0,0,30,2
2016,千葉ロッテ,右,田中　靖洋,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,千葉ロッテ,右,田村　龍弘,130,430,371,27,95,16,3,2,123,38,6,0,17,3,38,0,1,91,12
2016,千葉ロッテ,左,チェン・グァンユウ,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2016,千葉ロッテ,右,デスパイネ,134,570,496,81,139,27,0,24,238,92,0,3,0,7,64,3,3,89,25
2016,千葉ロッテ,右,東條　大樹,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,千葉ロッテ,右,ナバーロ,82,340,286,38,62,6,1,10,100,44,0,3,0,4,49,0,1,64,5
2016,千葉ロッテ,右,中村　奨吾,108,325,278,37,56,10,1,6,86,25,4,4,14,1,26,0,6,70,0
2016,千葉ロッテ,右,西野　勇士,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,千葉ロッテ,左,根元　俊一,48,121,107,11,23,2,2,2,35,12,1,0,2,1,10,0,1,30,2
2016,千葉ロッテ,左,肘井　竜蔵,8,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
2016,千葉ロッテ,左,平沢　大河,23,53,47,3,7,2,1,0,11,3,0,0,2,0,4,0,0,18,1
2016,千葉ロッテ,左,福浦　和也,36,90,82,4,20,2,0,0,22,7,0,0,0,0,5,0,3,12,2
2016,千葉ロッテ,左,藤岡　貴裕,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,千葉ロッテ,右,二木　康太,22,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016,千葉ロッテ,左,古谷　拓哉,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,千葉ロッテ,右,細谷　圭,116,404,371,45,102,23,4,3,142,40,9,4,11,1,18,0,3,93,6
2016,千葉ロッテ,右,益田　直也,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,千葉ロッテ,左,松永　昂大,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,千葉ロッテ,右,三木　亮,75,58,54,8,10,1,1,0,13,2,0,0,3,0,1,0,0,17,1
2016,千葉ロッテ,右,南　昌輝,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,千葉ロッテ,左,宮﨑　敦次,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,千葉ロッテ,右,吉田　裕太,24,35,30,1,0,0,0,0,0,0,0,0,4,0,1,0,0,12,1
2016,千葉ロッテ,右,涌井　秀章,26,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
2016,広島東洋,右,會澤　翼,83,220,197,18,47,7,0,7,75,26,1,1,4,1,14,0,4,42,7
2016,広島東洋,右,赤松　真人,89,21,19,15,7,1,1,0,10,3,12,2,0,0,2,0,0,4,0
2016,広島東洋,左,安部　友裕,115,292,259,23,73,12,4,6,111,33,7,0,7,5,19,2,1,64,3
2016,広島東洋,左,天谷　宗一郎,55,96,80,12,14,2,0,1,19,8,3,0,0,1,13,0,2,16,1
2016,広島東洋,右,新井　貴浩,132,513,454,66,136,23,2,19,220,101,0,1,0,4,54,1,1,101,12
2016,広島東洋,左,飯田　哲矢,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,広島東洋,右,石原　慶幸,106,289,243,19,49,7,0,0,56,17,4,1,12,1,29,5,4,54,8
2016,広島東洋,右,磯村　嘉孝,24,32,31,2,5,1,0,0,6,2,0,0,0,0,1,1,0,5,1
2016,広島東洋,右,一岡　竜司,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,広島東洋,右,今村　猛,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,広島東洋,左,岩本　貴裕,27,22,21,2,7,2,1,0,11,5,0,0,0,0,1,0,0,8,0
2016,広島東洋,両,上本　崇司,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,広島東洋,右,エルドレッド,95,354,316,42,93,14,0,21,170,53,1,0,0,3,31,0,4,86,8
2016,広島東洋,左,江草　仁貴,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,広島東洋,左,オスカル,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016,広島東洋,右,大瀬良　大地,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,広島東洋,左,岡田　明丈,18,29,27,2,2,0,0,0,2,0,0,0,2,0,0,0,0,13,0
2016,広島東洋,右,小野　淳平,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,広島東洋,右,菊池　涼介,141,640,574,92,181,22,3,13,248,56,13,5,23,3,40,0,0,106,3
2016,広島東洋,右,九里　亜蓮,27,21,18,0,1,0,0,0,1,0,0,0,3,0,0,0,0,11,0
2016,広島東洋,右,黒田　博樹,24,52,45,2,4,1,0,0,5,5,0,0,5,0,2,0,0,21,0
2016,広島東洋,右,小窪　哲也,69,107,92,8,20,9,1,2,37,10,0,0,1,0,11,0,3,23,2
2016,広島東洋,左,佐藤　祥万,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,広島東洋,右,ジャクソン,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,広島東洋,左,ジョンソン,26,66,55,1,6,1,0,0,7,0,0,0,10,0,1,0,0,20,0
2016,広島東洋,右,下水流　昂,48,116,104,11,26,6,0,5,47,18,0,0,0,0,12,0,0,26,7
2016,広島東洋,左,庄司　隼人,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016,広島東洋,右,白濱　裕太,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,広島東洋,右,鈴木　誠也,129,528,466,76,156,26,8,29,285,95,16,11,3,3,53,1,3,79,10
2016,広島東洋,右,梵　英心,7,12,9,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2
2016,広島東洋,左,田中　広輔,143,679,581,102,154,17,3,13,216,39,28,19,3,1,77,1,17,119,1
2016,広島東洋,右,デラバー,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,広島東洋,右,堂林　翔太,47,60,56,6,14,0,0,2,20,2,3,1,1,0,3,0,0,11,0
2016,広島東洋,左,戸田　隆矢,17,15,15,0,4,0,0,0,4,2,0,0,0,0,0,0,0,7,0
2016,広島東洋,右,永川　勝浩,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,広島東洋,右,中﨑　翔太,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,広島東洋,右,中田　廉,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,広島東洋,左,中村　恭平,8,10,10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0
2016,広島東洋,左,西川　龍馬,62,58,51,8,15,3,1,0,20,3,0,1,2,1,4,0,0,9,0
2016,広島東洋,右,西原　圭大,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,広島東洋,左,野間　峻祥,21,25,24,4,7,0,0,0,7,1,1,1,1,0,0,0,0,3,1
2016,広島東洋,右,野村　祐輔,25,54,43,1,7,0,0,0,7,3,0,0,9,0,2,0,0,15,1
2016,広島東洋,左,土生　翔平,5,9,8,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
2016,広島東洋,左,久本　祐一,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,広島東洋,右,廣瀬　純,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,広島東洋,右,福井　優也,13,27,26,1,2,1,0,0,3,0,0,0,1,0,0,0,0,16,0
2016,広島東洋,右,船越　涼太,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016,広島東洋,右,ヘーゲンズ,50,14,14,1,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0
2016,広島東洋,左,塹江　敦哉,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016,広島東洋,左,松山　竜平,103,275,254,34,74,10,2,10,118,41,0,0,0,1,20,1,0,29,4
2016,広島東洋,左,丸　佳浩,143,652,557,98,162,30,8,20,268,90,23,9,1,3,84,1,7,107,9
2016,広島東洋,右,薮田　和樹,16,7,6,0,1,0,0,0,1,0,0,0,1,0,0,0,0,3,0
2016,広島東洋,左,横山　弘樹,6,12,9,0,0,0,0,0,0,2,0,0,2,0,1,0,0,6,0
2016,広島東洋,右,ルナ,67,268,243,35,66,8,1,5,91,34,6,0,0,2,22,0,1,47,5
2016,埼玉西武,左,秋山　翔吾,143,671,578,98,171,32,4,11,244,62,18,6,0,6,77,2,10,103,2
2016,埼玉西武,右,浅村　栄斗,143,611,557,73,172,40,0,24,284,82,8,6,3,6,38,0,7,108,18
2016,埼玉西武,左,岩尾　利弘,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,埼玉西武,右,ウルフ,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,埼玉西武,左,呉　念庭,43,142,124,12,24,3,1,0,29,11,1,0,0,2,14,0,2,25,4
2016,埼玉西武,左,上本　達之,67,98,88,7,27,4,0,1,34,12,0,1,1,1,8,0,0,23,2
2016,埼玉西武,左,大石　達也,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,埼玉西武,左,大﨑　雄太朗,4,6,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016,埼玉西武,右,岡田　雅利,47,79,66,3,15,0,0,0,15,5,0,0,2,0,9,0,2,18,2
2016,埼玉西武,右,岡本　篤志,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,埼玉西武,右,岡本　洋介,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,埼玉西武,左,鬼﨑　裕司,79,216,190,30,48,8,2,1,63,17,1,0,9,0,17,0,0,53,0
2016,埼玉西武,右,郭　俊麟,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,埼玉西武,両,金子　侑司,129,520,460,64,122,12,3,1,143,33,53,17,13,1,40,0,6,69,5
2016,埼玉西武,左,菊池　雄星,22,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016,埼玉西武,右,岸　孝之,19,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,埼玉西武,左,木村　昇吾,38,108,95,7,21,2,1,0,25,5,3,0,5,2,6,0,0,22,2
2016,埼玉西武,右,木村　文紀,28,35,30,4,5,1,0,0,6,2,1,0,3,0,2,0,0,12,0
2016,埼玉西武,右,熊代　聖人,28,9,6,2,1,0,0,0,1,0,0,1,2,0,1,0,0,2,0
2016,埼玉西武,左,栗山　巧,135,569,477,52,133,30,2,3,176,41,0,0,0,3,83,0,6,87,9
2016,埼玉西武,左,小石　博孝,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,埼玉西武,左,國場　翼,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,埼玉西武,左,斉藤　彰吾,45,13,12,7,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0
2016,埼玉西武,左,坂田　遼,45,161,151,16,37,8,1,3,56,26,0,0,0,2,8,0,0,22,5
2016,埼玉西武,左,佐藤　勇,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,埼玉西武,左,佐野　泰雄,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,埼玉西武,右,Ｃ．Ｃ．リー,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,埼玉西武,右,炭谷　銀仁朗,117,326,294,19,64,10,1,1,79,22,0,1,19,0,13,0,0,48,12
2016,埼玉西武,右,髙橋　光成,22,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2016,埼玉西武,左,髙橋　朋己,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,埼玉西武,左,武隈　祥太,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,埼玉西武,右,竹原　直隆,22,31,30,2,6,1,0,1,10,6,0,0,0,0,1,0,0,4,1
2016,埼玉西武,左,田代　将太郎,13,5,4,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2016,埼玉西武,右,多和田　真三郎,18,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2016,埼玉西武,右,十亀　剣,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,埼玉西武,右,外崎　修汰,37,57,51,8,9,0,0,2,15,5,6,0,3,0,3,0,0,11,1
2016,埼玉西武,右,豊田　拓矢,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,埼玉西武,左,永江　恭平,74,84,74,5,12,1,0,0,13,3,1,2,4,1,5,0,0,24,1
2016,埼玉西武,左,中﨑　雄太,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,埼玉西武,右,中村　剛也,108,432,387,45,92,14,2,21,173,61,2,1,0,2,40,1,3,125,9
2016,埼玉西武,右,野上　亮磨,22,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,埼玉西武,左,野田　昇吾,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,埼玉西武,右,バスケス,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,埼玉西武,右,バンヘッケン,10,4,3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,0
2016,埼玉西武,右,藤原　良平,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,埼玉西武,右,ポーリーノ,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016,埼玉西武,右,本田　圭佑,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,埼玉西武,右,牧田　和久,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,埼玉西武,右,誠,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,埼玉西武,右,増田　達至,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,埼玉西武,右,松本　直晃,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,埼玉西武,左,水口　大地,20,6,6,5,3,0,0,0,3,1,0,0,0,0,0,0,0,1,0
2016,埼玉西武,右,南川　忠亮,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,埼玉西武,右,メヒア,137,583,511,73,129,26,0,35,260,103,1,1,0,7,59,4,6,148,15
2016,埼玉西武,左,森　友哉,107,392,349,43,102,20,0,10,152,46,1,1,0,1,42,0,0,96,3
2016,埼玉西武,右,山川　穂高,49,157,139,24,36,4,0,14,82,32,0,0,2,0,15,0,1,36,1
2016,埼玉西武,右,渡辺　直人,70,207,181,18,56,3,2,0,63,16,1,0,11,2,10,0,3,20,5
2016,中日,右,赤坂　和幸,7,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2016,中日,左,赤田　龍一郎,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,中日,右,阿知羅　拓馬,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,中日,右,阿部　寿樹,25,53,49,2,9,1,0,1,13,4,1,1,1,1,2,0,0,10,2
2016,中日,右,荒木　雅博,93,321,289,25,71,8,1,1,84,16,13,0,14,0,15,0,3,39,9
2016,中日,右,石川　駿,2,6,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
2016,中日,左,伊藤　準規,6,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
2016,中日,左,井領　雅貴,13,31,31,2,6,1,0,1,10,1,0,0,0,0,0,0,0,7,0
2016,中日,左,岩瀬　仁紀,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,中日,左,岩田　慎司,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,中日,両,エルナンデス,64,256,233,25,58,12,0,5,85,26,1,1,4,2,17,0,0,61,6
2016,中日,左,遠藤　一星,27,71,61,6,11,3,0,0,14,3,1,1,3,0,5,0,2,11,0
2016,中日,左,大島　洋平,143,656,599,80,175,27,9,3,229,27,26,12,4,1,46,1,6,69,3
2016,中日,左,大野　雄大,19,39,33,1,3,0,0,0,3,1,0,0,6,0,0,0,0,21,0
2016,中日,左,小笠原　慎之介,15,17,17,0,3,0,0,0,3,0,0,0,0,0,0,0,0,8,0
2016,中日,左,岡田　俊哉,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,中日,左,小川　龍也,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,中日,右,小熊　凌祐,14,19,16,0,3,1,0,0,4,2,0,0,2,0,1,0,0,9,0
2016,中日,右,桂　依央利,59,164,143,7,26,5,0,3,40,11,0,0,7,1,11,2,2,38,3
2016,中日,右,加藤　匠馬,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,中日,右,金子　丈,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,中日,左,亀澤　恭平,59,137,124,12,28,4,0,0,32,5,5,3,4,1,8,0,0,20,1
2016,中日,右,木下　拓哉,9,19,18,1,5,2,0,1,10,2,0,0,0,0,1,0,0,6,1
2016,中日,左,工藤　隆人,74,72,63,12,19,2,1,0,23,3,5,2,2,0,4,0,3,14,0
2016,中日,右,近藤　弘基,21,49,43,5,8,2,0,2,16,4,0,0,2,0,3,0,1,13,0
2016,中日,左,佐藤　優,14,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
2016,中日,左,ジョーダン,22,41,39,0,2,0,0,0,2,0,0,0,2,0,0,0,0,20,1
2016,中日,右,杉山　翔大,104,311,269,26,70,11,3,3,96,27,1,2,8,1,30,1,3,60,8
2016,中日,左,セプティモ,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,中日,左,祖父江　大輔,46,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016,中日,左,高橋　周平,75,283,255,28,64,14,2,4,94,29,0,1,1,1,22,0,4,84,7
2016,中日,右,武山　真吾,15,5,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
2016,中日,右,田島　慎二,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,中日,右,谷　哲也,52,91,82,2,17,2,0,0,19,6,1,0,1,0,8,0,0,16,4
2016,中日,右,堂上　直倫,131,507,456,38,116,25,3,6,165,46,1,1,20,2,27,0,2,69,14
2016,中日,左,友永　翔太,12,10,9,2,2,0,0,0,2,0,0,0,1,0,0,0,0,4,0
2016,中日,左,ナニータ,92,340,319,32,91,16,0,8,131,35,0,1,0,4,15,0,2,52,9
2016,中日,右,ネイラー,7,15,12,2,3,2,0,0,5,0,0,0,2,0,1,0,0,3,0
2016,中日,左,野本　圭,48,55,49,2,8,2,0,0,10,7,0,0,0,2,4,0,0,13,1
2016,中日,左,バルデス,20,39,33,2,4,1,0,1,8,3,0,0,4,0,2,0,0,14,0
2016,中日,左,濱田　達郎,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,中日,右,ビシエド,119,471,416,63,114,22,0,22,202,68,1,0,0,3,44,0,8,68,13
2016,中日,右,平田　良介,118,494,416,61,103,24,1,14,171,73,4,2,0,4,72,1,2,89,5
2016,中日,左,福　敬登,27,4,4,1,1,0,0,0,1,1,0,0,0,0,0,0,0,3,0
